#group,false,false,true,true,false,false,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string
#default,_result,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,host,location,room
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T05:43:26.829598767Z,3257,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T05:48:51.497142865Z,3260,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T05:54:15.945518642Z,3254,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T05:59:40.749865764Z,3248,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:05:04.837279132Z,3247,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:10:29.165778373Z,3246,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:15:53.572432378Z,3242,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:21:17.949779926Z,3247,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:26:42.455008999Z,3244,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:32:07.058117148Z,3234,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:37:31.659353431Z,3232,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:42:56.26067634Z,3184,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:48:20.825832183Z,3079,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:53:45.608174453Z,2956,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:59:10.020720901Z,2785,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:04:35.102779944Z,2550,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:09:59.578705766Z,2356,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:15:24.056734945Z,2265,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:20:48.462239954Z,2270,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:26:12.954522068Z,2330,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:31:37.526781402Z,2406,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:37:01.92794101Z,2499,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:42:26.254142088Z,2578,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:47:50.658584671Z,2612,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:53:15.145057492Z,2646,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:58:39.574282609Z,2687,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:04:04.337181298Z,2735,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:09:29.05429118Z,2848,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:14:53.61224968Z,3081,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:20:18.731806295Z,3344,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:25:43.131816651Z,3677,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:31:07.852349267Z,3998,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:36:33.204656499Z,4352,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:41:57.917816543Z,4662,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:47:26.07349553Z,4928,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:52:54.632969786Z,5122,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:58:23.190852863Z,5329,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:03:52.640177762Z,5490,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:09:21.907948845Z,5667,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:14:50.377199999Z,5796,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:20:18.933953044Z,5926,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:25:47.570706019Z,6026,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:31:15.966230686Z,6123,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:36:44.443847419Z,6229,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:42:12.768039005Z,6306,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:47:41.250183742Z,6357,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:53:09.574382735Z,6278,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:58:37.89442585Z,6025,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T10:04:06.632736194Z,5964,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T10:09:34.933131741Z,5890,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T10:15:03.493310587Z,5891,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T10:20:31.738946165Z,5933,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T10:26:00.062833275Z,5987,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T10:31:28.554614549Z,6002,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T10:36:56.865835275Z,6091,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T10:42:25.187627499Z,6157,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T10:47:53.672584059Z,6182,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T10:53:24.1553155Z,6188,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T10:58:53.119661904Z,6196,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T11:04:21.840063113Z,5972,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T11:09:50.483357115Z,5860,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T11:15:18.653697901Z,5898,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T11:20:46.884909402Z,5898,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T11:26:15.343269695Z,5941,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T11:31:44.070605143Z,5986,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T11:37:12.705070969Z,6058,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T11:42:41.344847074Z,6083,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T11:48:09.986140365Z,6123,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T11:53:38.540866942Z,6073,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T11:59:06.627124759Z,5936,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T12:04:35.515249365Z,5860,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T12:10:04.161330944Z,5853,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T12:15:32.645120222Z,5720,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T12:21:01.208254768Z,5667,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T12:26:29.930500335Z,5564,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T12:31:58.408887319Z,5445,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T12:37:26.954846301Z,5377,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T12:42:55.66533879Z,5311,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T12:48:24.379514105Z,5239,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T12:53:53.29571253Z,5141,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T12:59:21.940008541Z,3902,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T13:04:46.890726641Z,3206,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T13:10:11.218250584Z,2645,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T13:15:35.643369758Z,2324,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T13:21:00.296882404Z,2193,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T13:26:25.097756836Z,2240,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T13:31:50.462133839Z,2391,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T13:37:15.338649237Z,2565,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T13:42:40.13243535Z,2781,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T13:48:04.845496909Z,2978,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T13:53:29.726862233Z,1585,eco2,monitor_task,ESP32-5,urbino,Turing
,,1,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T13:58:54.678702818Z,1668,eco2,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T03:01:06.135548043Z,3580,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T03:06:30.652046627Z,3592,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T03:11:55.456254708Z,3565,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T03:17:20.332066316Z,3559,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T03:22:45.131728251Z,3574,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T03:28:09.704134588Z,3541,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T03:33:34.122827382Z,3527,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T03:38:58.523912754Z,3540,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T03:44:23.372116994Z,3529,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T03:49:47.582182302Z,3508,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T03:55:12.455639491Z,3509,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T04:00:37.605877073Z,3525,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T04:06:02.066503189Z,3505,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T04:11:26.854556404Z,3489,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T04:16:51.423614875Z,3483,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T04:22:16.363928716Z,3494,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T04:27:41.15404958Z,3450,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T04:33:05.791931014Z,3467,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T04:38:30.463601873Z,3450,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T04:43:54.900124906Z,3464,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T04:49:20.016166535Z,3440,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T04:54:44.923386973Z,3437,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T05:00:09.530220487Z,3449,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T05:05:34.170020645Z,3429,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T05:10:58.958747944Z,3417,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T05:16:23.59462444Z,3418,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T05:21:47.990162537Z,3421,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T05:27:12.550971063Z,3400,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T05:32:37.442999339Z,3429,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T05:38:02.266088836Z,3398,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T05:43:26.829598767Z,3402,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T05:48:51.497142865Z,3406,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T05:54:15.945518642Z,3395,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T05:59:40.749865764Z,3380,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:05:04.837279132Z,3379,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:10:29.165778373Z,3376,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:15:53.572432378Z,3372,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:21:17.949779926Z,3381,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:26:42.455008999Z,3376,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:32:07.058117148Z,3356,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:37:31.659353431Z,3353,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:42:56.26067634Z,3239,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:48:20.825832183Z,3021,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:53:45.608174453Z,2754,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T06:59:10.020720901Z,2402,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:04:35.102779944Z,1887,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:09:59.578705766Z,1475,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:15:24.056734945Z,1279,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:20:48.462239954Z,1288,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:26:12.954522068Z,1420,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:31:37.526781402Z,1585,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:37:01.92794101Z,1775,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:42:26.254142088Z,1949,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:47:50.658584671Z,2024,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:53:15.145057492Z,2096,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T07:58:39.574282609Z,2181,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:04:04.337181298Z,2301,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:09:29.05429118Z,2535,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:14:53.61224968Z,3017,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:20:18.731806295Z,3588,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:25:43.131816651Z,4296,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:31:07.852349267Z,5001,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:36:33.204656499Z,5742,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:41:57.917816543Z,6409,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:47:26.07349553Z,6954,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:52:54.632969786Z,7374,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T08:58:23.190852863Z,7823,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:03:52.640177762Z,8199,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:09:21.907948845Z,8567,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:14:50.377199999Z,8835,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:20:18.933953044Z,9106,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:25:47.570706019Z,9315,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:31:15.966230686Z,9520,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:36:44.443847419Z,9756,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:42:12.768039005Z,9904,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:47:41.250183742Z,10016,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:53:09.574382735Z,9858,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T09:58:37.89442585Z,9318,etvco,monitor_task,ESP32-5,urbino,Turing
,,2,2023-11-30T03:00:00Z,2023-11-30T14:00:00Z,2023-11-30T10:04:06.632736194Z,9191,etvco,monitor_task,ESP32-5,urbino,Turing
